label,precision,recall,f1,partial_precision,partial_recall,partial_f1,tp,fp,fn
email,0.32142857142857145,0.45,0.375,0.8444668964961898,1.0,0.9156758498624908,9,19,11
name,0.017857142857142856,0.045454545454545456,0.025641025641025637,0.1799204771371769,0.8315467075038284,0.29583219831108687,1,55,21
id,0.13333333333333333,0.1111111111111111,0.1212121212121212,0.3233082706766917,1.0,0.48863636363636365,2,13,16
plate,0.23529411764705882,0.25,0.24242424242424243,0.27516778523489926,0.47674418604651164,0.34893617021276596,4,13,12
organisation,0.2727272727272727,0.5625,0.36734693877551017,0.3270499528746466,0.7808919803600655,0.4610181774261731,9,24,7
date,0.2631578947368421,0.5555555555555556,0.35714285714285715,0.8897509187423438,0.9603349493168797,0.9236964815599831,10,28,8
country,0.75,0.2647058823529412,0.39130434782608703,0.8260869565217391,0.3114754098360656,0.4523809523809524,9,3,25
phone_number,0.2962962962962963,0.5,0.37209302325581395,1.0,1.0,1.0,8,19,8
relationship,0.1,0.08333333333333333,0.0909090909090909,0.2727272727272727,0.24324324324324326,0.2571428571428572,1,9,11
salutation,0.9166666666666666,0.88,0.8979591836734694,0.9166666666666666,1.0,0.9565217391304348,22,2,3
airport_code,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16
